"a-profile href","a-profile-avatar src","a-profile-avatar","a-profile-name","a-size-base href","a-icon-alt","a-size-base","a-size-base 2","a-link-normal href","a-size-mini","a-size-base 3","a-size-base 4","a-size-base href 2","a-size-base 5","a-size-base 6","a-color-success","a-size-mini 2","a-size-mini href","a-size-mini 3"
"https://www.amazon.co.jp/gp/profile/amzn1.account.AFMMAQNRPEFHP5X2G5P63MSWVIOA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","けにぃ","https://www.amazon.co.jp/gp/customer-reviews/R8R3WKY5C3T08/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D2L64WQJ","5つ星のうち3.0","音質良好、締め付け強すぎ、意図せずミュート","2024年11月20日に日本でレビュー済み","https://www.amazon.co.jp/EMEET-HS50-%E3%83%8E%E3%82%A4%E3%82%BA%E3%82%AD%E3%83%A3%E3%83%B3%E3%82%BB%E3%83%AA%E3%83%B3%E3%82%B0-%E3%82%AA%E3%83%B3%E3%82%A4%E3%83%A4%E3%83%BC%E3%83%98%E3%83%83%E3%83%89%E3%82%BB%E3%83%83%E3%83%88-%E3%83%A1%E3%83%BC%E3%82%AB%E3%83%BC2%E5%B9%B4%E4%BF%9D%E8%A8%BC%E4%BB%98%E3%81%8D/product-reviews/B0D2L64WQJ/ref=cm_cr_getr_d_rvw_rvwer?ie=UTF8&reviewerType=avp_only_reviews&pageSize=10","Amazonで購入","音質は全く問題ありません。リモート会議で利用しています。締め付けが強すぎて耳が痛くなるので長時間利用の目的には向きません(⭐︎-1)ボタンの位置が悪いのか、意図せずボタンが押されてマイクがミュートになったまま喋っていることが良くありました。押しボタンではなくスライドスイッチの方がいいかも？(⭐︎-1)","3人のお客様がこれが役に立ったと考えています","https://www.amazon.co.jp/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hOUtkSVYYgaoFkkgsL6hqOThZbTr1bAycpNOxVVNB%2F2FAAAAAGfzyUoAAAAB&reviewId=R8R3WKY5C3T08","レポート","コメントを表示","","","",""
"https://www.amazon.co.jp/gp/profile/amzn1.account.AGDY5K2SCJCMKFAKAJZ3XFNX46CA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/76170fa4-ee48-458b-b8fd-1e1d68bcb712._CR0,26.0,281,281_SX48_.jpg","<img src=""https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/76170fa4-ee48-458b-b8fd-1e1d68bcb712._CR0,26.0,281,281_SX48_.jpg""/>","May","https://www.amazon.co.jp/gp/customer-reviews/R1GRWUX0IVUOCO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D2L64WQJ","5つ星のうち3.0","耳が痛くなります。ただ・・・","2024年10月18日に日本でレビュー済み","https://www.amazon.co.jp/EMEET-HS50-%E3%83%8E%E3%82%A4%E3%82%BA%E3%82%AD%E3%83%A3%E3%83%B3%E3%82%BB%E3%83%AA%E3%83%B3%E3%82%B0-%E3%82%AA%E3%83%B3%E3%82%A4%E3%83%A4%E3%83%BC%E3%83%98%E3%83%83%E3%83%89%E3%82%BB%E3%83%83%E3%83%88-%E3%83%A1%E3%83%BC%E3%82%AB%E3%83%BC2%E5%B9%B4%E4%BF%9D%E8%A8%BC%E4%BB%98%E3%81%8D/product-reviews/B0D2L64WQJ/ref=cm_cr_getr_d_rvw_rvwer?ie=UTF8&reviewerType=avp_only_reviews&pageSize=10","Amazonで購入","2時間が限度でしょうか。私の頭が大きいのが原因だと思いますが、耳が痛くなります。耳にあたる部分がフレキシブルに動いてくれたらいいのですが固定されているのでかなり痛くなります。聞こえ方やマイクは大変優秀です。","1人のお客様がこれが役に立ったと考えています","https://www.amazon.co.jp/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hHyT7yoFHHntkdm3R%2FYsCkWiYQjU3QHocjYa49T1y3UeAAAAAGfzyUoAAAAB&reviewId=R1GRWUX0IVUOCO","レポート","コメントを表示","","","",""
"https://www.amazon.co.jp/gp/profile/amzn1.account.AEVND5PZZISUHXGXDLTEG3GL34PA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","nao","https://www.amazon.co.jp/gp/customer-reviews/R2BAZ1FQUKVPQ5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D2L64WQJ","5つ星のうち2.0","小柄な方向け","2025年2月8日に日本でレビュー済み","https://www.amazon.co.jp/EMEET-HS50-%E3%83%8E%E3%82%A4%E3%82%BA%E3%82%AD%E3%83%A3%E3%83%B3%E3%82%BB%E3%83%AA%E3%83%B3%E3%82%B0-%E3%82%AA%E3%83%B3%E3%82%A4%E3%83%A4%E3%83%BC%E3%83%98%E3%83%83%E3%83%89%E3%82%BB%E3%83%83%E3%83%88-%E3%83%A1%E3%83%BC%E3%82%AB%E3%83%BC2%E5%B9%B4%E4%BF%9D%E8%A8%BC%E4%BB%98%E3%81%8D/product-reviews/B0D2L64WQJ/ref=cm_cr_getr_d_rvw_rvwer?ie=UTF8&reviewerType=avp_only_reviews&pageSize=10","Amazonで購入","ヘッドホンの耳当て部が想定より随分小さく、小柄な女性でないと難しいと感じた。","1人のお客様がこれが役に立ったと考えています","https://www.amazon.co.jp/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hAWHQcVCV0QnfJzoDrwL4z6jz5mPD5QFgYVv25o3ML36AAAAAGfzyUoAAAAB&reviewId=R2BAZ1FQUKVPQ5","レポート","コメントを表示","","","",""
"https://www.amazon.co.jp/gp/profile/amzn1.account.AEMLEFQUNY4KSPOMI2DQ5DWS7E4Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","nokiadamiren","https://www.amazon.co.jp/gp/customer-reviews/R2OZ5IX3DQEGRI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D2L64WQJ","5つ星のうち4.0","価格相応","2024年10月6日に日本でレビュー済み","https://www.amazon.co.jp/EMEET-HS50-%E3%83%8E%E3%82%A4%E3%82%BA%E3%82%AD%E3%83%A3%E3%83%B3%E3%82%BB%E3%83%AA%E3%83%B3%E3%82%B0-%E3%82%AA%E3%83%B3%E3%82%A4%E3%83%A4%E3%83%BC%E3%83%98%E3%83%83%E3%83%89%E3%82%BB%E3%83%83%E3%83%88-%E3%83%A1%E3%83%BC%E3%82%AB%E3%83%BC2%E5%B9%B4%E4%BF%9D%E8%A8%BC%E4%BB%98%E3%81%8D/product-reviews/B0D2L64WQJ/ref=cm_cr_getr_d_rvw_rvwer?ie=UTF8&reviewerType=avp_only_reviews&pageSize=10","Amazonで購入","以前使用していたゼンハイザーのものが半年くらいで、おそらくコード内の断線かリモコン部の接触不良で故障してしまい急きょこちらの買い替えました。１時間程度の会議ならストレスなく使用できるレベルです。音質やフィット感も全体としては価格相応の商品だと思います。頭への装着感を大事にしたい人はもう少し価格の高いものを選んだ方がいいかも知れません。微調整は難しいのでジャストフィットさせるところまでは期待しない方がいいでしょう。","レポート","https://www.amazon.co.jp/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hOTTqRQj4VSkqnvbQYm4CaGIkMBfUXgYu%2BK%2F8x4qfX2vAAAAAGfzyUoAAAAB&reviewId=R2OZ5IX3DQEGRI","コメントを表示","","","","",""
"https://www.amazon.co.jp/gp/profile/amzn1.account.AEUSW3WOT6AZET62VZVLGFIMUZRQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","こうだ","https://www.amazon.co.jp/gp/customer-reviews/R3OF432S49ZTOF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D2L64WQJ","5つ星のうち4.0","問題無し","2024年8月7日に日本でレビュー済み","https://www.amazon.co.jp/EMEET-HS50-%E3%83%8E%E3%82%A4%E3%82%BA%E3%82%AD%E3%83%A3%E3%83%B3%E3%82%BB%E3%83%AA%E3%83%B3%E3%82%B0-%E3%82%AA%E3%83%B3%E3%82%A4%E3%83%A4%E3%83%BC%E3%83%98%E3%83%83%E3%83%89%E3%82%BB%E3%83%83%E3%83%88-%E3%83%A1%E3%83%BC%E3%82%AB%E3%83%BC2%E5%B9%B4%E4%BF%9D%E8%A8%BC%E4%BB%98%E3%81%8D/product-reviews/B0D2L64WQJ/ref=cm_cr_getr_d_rvw_rvwer?ie=UTF8&reviewerType=avp_only_reviews&pageSize=10","Amazonで購入","自宅でテレワーク用に購入しました。相手からの違和感など確認しましたが、問題無いようです。残念なのはポチった直後にさらに安くなってました。Amazonには珍しく到着に1週間程度かかったので、一旦キャンセルして購入し直せば良かった。","レポート","https://www.amazon.co.jp/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hC7UilS9lB8MHPcCLWcL8DGbXhOP%2BUsBnAt2iGRIVnGVAAAAAGfzyUoAAAAB&reviewId=R3OF432S49ZTOF","コメントを表示","","","","",""
"https://www.amazon.co.jp/gp/profile/amzn1.account.AHQRUAGXEA7JAOARO27QS2EMVO5A/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","KAWATAKE","https://www.amazon.co.jp/gp/customer-reviews/R17W8OSZ7E3EK7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D2L64WQJ","5つ星のうち4.0","特に問題無さそう。","2024年7月27日に日本でレビュー済み","https://www.amazon.co.jp/EMEET-HS50-%E3%83%8E%E3%82%A4%E3%82%BA%E3%82%AD%E3%83%A3%E3%83%B3%E3%82%BB%E3%83%AA%E3%83%B3%E3%82%B0-%E3%82%AA%E3%83%B3%E3%82%A4%E3%83%A4%E3%83%BC%E3%83%98%E3%83%83%E3%83%89%E3%82%BB%E3%83%83%E3%83%88-%E3%83%A1%E3%83%BC%E3%82%AB%E3%83%BC2%E5%B9%B4%E4%BF%9D%E8%A8%BC%E4%BB%98%E3%81%8D/product-reviews/B0D2L64WQJ/ref=cm_cr_getr_d_rvw_rvwer?ie=UTF8&reviewerType=avp_only_reviews&pageSize=10","Amazonで購入","会社で支給されたヘッドセットがボロボロになってきたので、自腹で買ってみました。サクラチェッカーでは危険！と表示されますが、お安いのでリスク承知で購入。開封した感じでは、値段にしてはしっかりしてます。使用感と耐久性は今の所、未確認なので何かあれば記載しようと思います。","レポート","https://www.amazon.co.jp/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hBgQZZWh7LyreeIiJ%2FUkRsvDyAb6OQme8Pcj5gMX1BHpAAAAAGfzyUoAAAAB&reviewId=R17W8OSZ7E3EK7","コメントを表示","","","","",""
"https://www.amazon.co.jp/gp/profile/amzn1.account.AFV3YN4LCILKOMQZVNW7V3TS6JBQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","ぴ","https://www.amazon.co.jp/gp/customer-reviews/RCMHZGCX2E8A/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D2L64WQJ","5つ星のうち5.0","３時間が限界","2024年12月5日に日本でレビュー済み","https://www.amazon.co.jp/EMEET-HS50-%E3%83%8E%E3%82%A4%E3%82%BA%E3%82%AD%E3%83%A3%E3%83%B3%E3%82%BB%E3%83%AA%E3%83%B3%E3%82%B0-%E3%82%AA%E3%83%B3%E3%82%A4%E3%83%A4%E3%83%BC%E3%83%98%E3%83%83%E3%83%89%E3%82%BB%E3%83%83%E3%83%88-%E3%83%A1%E3%83%BC%E3%82%AB%E3%83%BC2%E5%B9%B4%E4%BF%9D%E8%A8%BC%E4%BB%98%E3%81%8D/product-reviews/B0D2L64WQJ/ref=cm_cr_getr_d_rvw_rvwer?ie=UTF8&reviewerType=avp_only_reviews&pageSize=10","Amazonで購入","在宅でテレアポのために購入３時間でだいぶ耳痛いですあとインコが少し喋るだけで音声入ります","レポート","https://www.amazon.co.jp/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hKMX8%2BuT07eCjiA8102h54i20TK3BJhma63gPCrVM651AAAAAGfzyUoAAAAB&reviewId=RCMHZGCX2E8A","コメントを表示","","","","",""
"https://www.amazon.co.jp/gp/profile/amzn1.account.AGOKCYGXT5POPHYHEPVDMPNHTWGQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","せっちゃま","https://www.amazon.co.jp/gp/customer-reviews/R39O8GR9UKMFKG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D2L64WQJ","5つ星のうち2.0","相手に声が届きにくい","2024年10月10日に日本でレビュー済み","https://www.amazon.co.jp/EMEET-HS50-%E3%83%8E%E3%82%A4%E3%82%BA%E3%82%AD%E3%83%A3%E3%83%B3%E3%82%BB%E3%83%AA%E3%83%B3%E3%82%B0-%E3%82%AA%E3%83%B3%E3%82%A4%E3%83%A4%E3%83%BC%E3%83%98%E3%83%83%E3%83%89%E3%82%BB%E3%83%83%E3%83%88-%E3%83%A1%E3%83%BC%E3%82%AB%E3%83%BC2%E5%B9%B4%E4%BF%9D%E8%A8%BC%E4%BB%98%E3%81%8D/product-reviews/B0D2L64WQJ/ref=cm_cr_getr_d_rvw_rvwer?ie=UTF8&reviewerType=avp_only_reviews&pageSize=10","Amazonで購入","音質はよいが、相手に声が届きにくい現象が多発です。","2人のお客様がこれが役に立ったと考えています","https://www.amazon.co.jp/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hH11zvnCdh%2FmTISvEByVWkhTtKD34wb4Gowtw3Tmf5fVAAAAAGfzyUoAAAAB&reviewId=R39O8GR9UKMFKG","レポート","コメントを表示","","","",""
"https://www.amazon.co.jp/gp/profile/amzn1.account.AG4TVLPAFXF5TKLYNGM7HH7A3EPQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","まんぷくさん","https://www.amazon.co.jp/gp/customer-reviews/R2ZUMA4NSNHVV8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D2L64WQJ","5つ星のうち2.0","耳痛いし、タイピング音も拾います","2024年8月4日に日本でレビュー済み","https://www.amazon.co.jp/EMEET-HS50-%E3%83%8E%E3%82%A4%E3%82%BA%E3%82%AD%E3%83%A3%E3%83%B3%E3%82%BB%E3%83%AA%E3%83%B3%E3%82%B0-%E3%82%AA%E3%83%B3%E3%82%A4%E3%83%A4%E3%83%BC%E3%83%98%E3%83%83%E3%83%89%E3%82%BB%E3%83%83%E3%83%88-%E3%83%A1%E3%83%BC%E3%82%AB%E3%83%BC2%E5%B9%B4%E4%BF%9D%E8%A8%BC%E4%BB%98%E3%81%8D/product-reviews/B0D2L64WQJ/ref=cm_cr_getr_d_rvw_rvwer?ie=UTF8&reviewerType=avp_only_reviews&pageSize=10","Amazonで購入","2週間使用してのレビューです。毎日4時間以上の会社自席でオンライン会議で使用してます。<良かった点>音はしっかり聞こえるので、静かな環境での使用前提なら問題ないです。<気に入らない点>①30分程度で耳が痛くなる。②キーボードのタッチ音も相手側に聞こえる。③teamsのマイクミュートと連動しない。Teams会議に遅れて入ったら、ノイズと一緒に入って来たマイクオフしろと指摘受けました。座席周りは話してる人が多いので、ノイズキャンセル重視してemeetの品質を信じて購入しました。これまで色々なメーカー使ってきましたが、初めて言われたので残念です。","1人のお客様がこれが役に立ったと考えています","https://www.amazon.co.jp/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hJ46UKdei%2FZkJq56%2B4RkyDPnuPXxM6eAQHa997HFSF6MAAAAAGfzyUoAAAAB&reviewId=R2ZUMA4NSNHVV8","レポート","コメントを表示","","","",""
"https://www.amazon.co.jp/gp/profile/amzn1.account.AFKUBVJP5L2APMYCB36KT36ERMJA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","kasp","https://www.amazon.co.jp/gp/customer-reviews/R1PF3E6VJMAPCT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D2L64WQJ","5つ星のうち2.0","耳が痛くなり使用できず","2024年8月6日に日本でレビュー済み","https://www.amazon.co.jp/EMEET-HS50-%E3%83%8E%E3%82%A4%E3%82%BA%E3%82%AD%E3%83%A3%E3%83%B3%E3%82%BB%E3%83%AA%E3%83%B3%E3%82%B0-%E3%82%AA%E3%83%B3%E3%82%A4%E3%83%A4%E3%83%BC%E3%83%98%E3%83%83%E3%83%89%E3%82%BB%E3%83%83%E3%83%88-%E3%83%A1%E3%83%BC%E3%82%AB%E3%83%BC2%E5%B9%B4%E4%BF%9D%E8%A8%BC%E4%BB%98%E3%81%8D/product-reviews/B0D2L64WQJ/ref=cm_cr_getr_d_rvw_rvwer?ie=UTF8&reviewerType=avp_only_reviews&pageSize=10","Amazonで購入","オンラインミーティング用に購入しました。会議を行う上での音質やマイク性能は全く問題ありませんでしたが、数分使うと耳がかなり痛くなります。妻も使用しましたが同じ感想でした。","1人のお客様がこれが役に立ったと考えています","https://www.amazon.co.jp/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hI345DjWtC1d3EaB8kaz6eshRD5kL%2BTKkz%2FMHb8i6zQxAAAAAGfzyUoAAAAB&reviewId=R1PF3E6VJMAPCT","レポート","コメントを表示","","","",""
"https://www.amazon.co.jp/gp/profile/amzn1.account.AHIMZGL5YFHHQE74KF7JPXL65J3A/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/bb0b1b26-8dda-434f-8230-1d491dbcd799._CR0,0,500,500_SX48_.jpg","<img src=""https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/bb0b1b26-8dda-434f-8230-1d491dbcd799._CR0,0,500,500_SX48_.jpg""/>","鈴蘭","https://www.amazon.co.jp/gp/customer-reviews/R3LBWUKDSMFUE1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D2L64WQJ","5つ星のうち2.0","耳が痛い","2024年7月29日に日本でレビュー済み","https://www.amazon.co.jp/EMEET-HS50-%E3%83%8E%E3%82%A4%E3%82%BA%E3%82%AD%E3%83%A3%E3%83%B3%E3%82%BB%E3%83%AA%E3%83%B3%E3%82%B0-%E3%82%AA%E3%83%B3%E3%82%A4%E3%83%A4%E3%83%BC%E3%83%98%E3%83%83%E3%83%89%E3%82%BB%E3%83%83%E3%83%88-%E3%83%A1%E3%83%BC%E3%82%AB%E3%83%BC2%E5%B9%B4%E4%BF%9D%E8%A8%BC%E4%BB%98%E3%81%8D/product-reviews/B0D2L64WQJ/ref=cm_cr_getr_d_rvw_rvwer?ie=UTF8&reviewerType=avp_only_reviews&pageSize=10","Amazonで購入","ずっと使っていると耳が痛くなる","レポート","https://www.amazon.co.jp/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hDsFCoJ5axoFiuLSJjxW8g9bexyYn3gJUx%2B204Mtws3xAAAAAGfzyWwAAAAB&reviewId=R3LBWUKDSMFUE1","コメントを表示","","","","",""
"https://www.amazon.co.jp/gp/profile/amzn1.account.AFFAC7RE7OW4LH4MWUW36WO5JNJA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","ペンギンランド","https://www.amazon.co.jp/gp/customer-reviews/R33EBRRNKBVB3E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D2L64WQJ","5つ星のうち5.0","ヘッドフォン","2024年9月20日に日本でレビュー済み","https://www.amazon.co.jp/EMEET-HS50-%E3%83%8E%E3%82%A4%E3%82%BA%E3%82%AD%E3%83%A3%E3%83%B3%E3%82%BB%E3%83%AA%E3%83%B3%E3%82%B0-%E3%82%AA%E3%83%B3%E3%82%A4%E3%83%A4%E3%83%BC%E3%83%98%E3%83%83%E3%83%89%E3%82%BB%E3%83%83%E3%83%88-%E3%83%A1%E3%83%BC%E3%82%AB%E3%83%BC2%E5%B9%B4%E4%BF%9D%E8%A8%BC%E4%BB%98%E3%81%8D/product-reviews/B0D2L64WQJ/ref=cm_cr_getr_d_rvw_rvwer?ie=UTF8&reviewerType=avp_only_reviews&pageSize=10","Amazonで購入","Win11で、グーグルミートが快適に使えて、良かったです。","1人のお客様がこれが役に立ったと考えています","https://www.amazon.co.jp/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hOjy8YVSnNcesEDcwdkzDz8pWLNhZAj%2FbJuCSrq25HlwAAAAAGfzyWwAAAAB&reviewId=R33EBRRNKBVB3E","レポート","コメントを表示","","","",""
"https://www.amazon.co.jp/gp/profile/amzn1.account.AGINWHS54XZ7BSG7JJH3TCFQTFLQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","かみつきがめ","https://www.amazon.co.jp/gp/customer-reviews/R15C55STKMNS1T/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D2L64WQJ","5つ星のうち2.0","マイク性能に期待したらダメ","2024年7月27日に日本でレビュー済み","https://www.amazon.co.jp/EMEET-HS50-%E3%83%8E%E3%82%A4%E3%82%BA%E3%82%AD%E3%83%A3%E3%83%B3%E3%82%BB%E3%83%AA%E3%83%B3%E3%82%B0-%E3%82%AA%E3%83%B3%E3%82%A4%E3%83%A4%E3%83%BC%E3%83%98%E3%83%83%E3%83%89%E3%82%BB%E3%83%83%E3%83%88-%E3%83%A1%E3%83%BC%E3%82%AB%E3%83%BC2%E5%B9%B4%E4%BF%9D%E8%A8%BC%E4%BB%98%E3%81%8D/product-reviews/B0D2L64WQJ/ref=cm_cr_getr_d_rvw_rvwer?ie=UTF8&reviewerType=avp_only_reviews&pageSize=10","Amazonで購入","価格が安いので過度な期待は禁物！マイクは本当に単一指向性なの？と疑いたくなるレベルで周囲の音声が入ってきます。もっとダメなのがケーブル及びヘッドセット本体を触るとマイクに振動音として思いっきり入ります（ゴソゴソ音）。ヘッドフォン部の音声も良いとは言えないが音声の認識には問題ない。会議で発言が少ない人、テレワークで個室運用の人なら使えなくはないと思います。会社など周囲の雑音を気にする環境ならゼンハイザーとか基本性能がしっかりした製品を選ぶ方が通話相手に不快な思いをさせないと思います。","2人のお客様がこれが役に立ったと考えています","https://www.amazon.co.jp/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hMB907Xz7nrzfDkMenOpwzAEWi5leMs76yS1bmr8W1ezAAAAAGfzyWwAAAAB&reviewId=R15C55STKMNS1T","レポート","コメントを表示","","","",""
"https://www.amazon.co.jp/gp/profile/amzn1.account.AEY7ZLM5BCGEWNHBHIIDWUICVQGA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","坂本　恵美","https://www.amazon.co.jp/gp/customer-reviews/R34CETTAMRV8JW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D2L64WQJ","5つ星のうち1.0","半年で壊れた","2025年1月25日に日本でレビュー済み","https://www.amazon.co.jp/EMEET-HS50-%E3%83%8E%E3%82%A4%E3%82%BA%E3%82%AD%E3%83%A3%E3%83%B3%E3%82%BB%E3%83%AA%E3%83%B3%E3%82%B0-%E3%82%AA%E3%83%B3%E3%82%A4%E3%83%A4%E3%83%BC%E3%83%98%E3%83%83%E3%83%89%E3%82%BB%E3%83%83%E3%83%88-%E3%83%A1%E3%83%BC%E3%82%AB%E3%83%BC2%E5%B9%B4%E4%BF%9D%E8%A8%BC%E4%BB%98%E3%81%8D/product-reviews/B0D2L64WQJ/ref=cm_cr_getr_d_rvw_rvwer?ie=UTF8&reviewerType=avp_only_reviews&pageSize=10","Amazonで購入","耳パッドが厚みがあり、特に夏場は暑苦しい。わずか半年で音声マイクからノイズが入るようになった。堅牢さにも問題あり。再度購入はしない。","1人のお客様がこれが役に立ったと考えています","https://www.amazon.co.jp/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hOc6D78%2Bv0jIIkUQd29bK44%2FKAk7lchlhMMmPHNmouRFAAAAAGfzyWwAAAAB&reviewId=R34CETTAMRV8JW","レポート","コメントを表示","","","",""
